SEX,AGE,YEAR,CREDITS,MAJOR,STUDENT,TEXTBOOKS,SLEEP,STUDY,WEEKSTUDY,PARENTS,SUPER,BLUEARCH,WRECKINGBALL,TUITION,CROSSING,HEADPHONES,HALLWAY,EYECONTACT,BUS,WALKING,COMMUNICATION
M,20,J,15,3,In,500,7,6,42,W,N,Y,N,6000,Y,N,N,O,Y,R,W
F,19,F,15,0,In,500,7,5,35,W,Y,N,N,10000,N,N,N,N,Y,R,W
F,19,So,15,3,O,500,7,5,35,M,Y,Y,N,8196,Y,Y,N,Y,Y,R,D
F,18,F,15,1,In,500,7,4,28,W,N,N,N,5000,Y,Y,Y,S,N,R,W
F,19,S,15,1,In,500,7,4,28,M,N,Y,N,20000,Y,Y,N,N,Y,R,D
F,19,S,15,1,In,500,7,4,28,W,N,N,N,15000,N,N,N,N,N,R,W
F,20,J,15,1,In,500,7,4,28,O,N,Y,N,8000,Y,Y,Y,Y,Y,R,D
M,18,F,15,1,In,500,7,3,21,O,Y,Y,Y,14350,N,N,N,N,N,R,D
F,18,F,15,0,In,500,7,3,21,M,Y,Y,N,23000,D,N,Y,S,N,R,D
F,19,S,15,0,In,500,7,3,21,O,Y,Y,N, ,Y,N,N,S,Y,R,D
F,19,S,15,1,In,500,7,3,21,M,Y,Y,N,11000,N,S,N,S,Y,R,D
F,19,S,15,0,In,500,7,3,21,O,Y,Y,N,21000,Y,S,N,S,Y,R,D
F,19,S,15,0,O,500,7,3,21,M,.,Y,N, ,N,S,N,N,N,R,D
F,16,F,15,0,In,500,7,2,14,M,N,I,.,110752,Y,N,N,N,Y,R,D
F,18,F,15,0,In,500,7,2,14,W,N,I,N,21000,D,Y,Y,S,N,R,W
F,19,S,15,2,In,500,7,2,14,M,Y,Y,N,11000,Y,N,Y,S,Y,R,D
M,19,So,15,0,I,500,7,.5,3.5,W,Y,N,N,21000,D,Y,N,O,N,I,W
F,19,So,14,0,In,500,7,5,35,W,N,Y,N,6000,Y,Y,N,Y,N,R,W
F,17,F,14,0,In,500,7,3,21,W,.,.,., ,.,.,.,.,.,.,W
F,18,S,14,0,In,500,7,3,21,W,N,I,W,12000,Y,N,N,N,N,R,W
M,18,F,14,0,In,500,7,2,14,M,N,I,W,12000,D,S,N,S,N,R,D
F,19,S,14,2,In,500,7,2,14,M,N,N,N,21000,Y,S,N,Y,Y,I,D
F,20,S,14,1,In,500,7,2,14,M,N,N,N, ,N,N,Y,Y,N,M,D
F,18,F,13,0,O,500,7,4,28,W,N,Y,N,20000,Y,N,Y,N,N,R,W
M,20,S,13,1,In,500,7,2,14,W,N,I,N,12000,N,Y,Y,N,Y,R,W
M,22,J,13,0,In,500,7,2,14,O,N,Y,N,12000,Y,N,Y,N,Y,R,D
F,19,S,12,2,In,500,7,5,35,W,Y,Y,N,10000,Y,S,N,S,N,I,W
M,20,So,12,0,In,500,7,3,21,O,N,Y,N,20000,Y,Y,Y,N,N,R,D
M,20,So,12,0,In,500,7,3,21,O,N,Y,N,20000,Y,Y,Y,N,N,R,D
M,20,So,12,0,In,500,7,3,21,O,N,Y,N,20000,Y,Y,Y,N,N,R,D
M,20,So,12,0,In,500,7,3,21,O,N,Y,N,20000,Y,Y,Y,N,N,R,D
M,20,So,12,0,In,500,7,3,21,O,N,Y,N,20000,Y,Y,Y,N,N,R,D
M,21,J,12,1,O,500,7,3,21,W,Y,N,N,9000,D,S,N,S,Y,M,W
F,19,S,12,1,In,500,7,2,14,O,N,Y,N,5000,N,N,N,S,N,R,D
M,20,J,12,1,In,500,7,2,14,Mo,N,Y,N,6000,Y,Y,Y,N,Y,R,Mo
M,20,J,12,1,In,500,7,2,14,Mo,N,Y,Y,6000,N,N,N,N,N,R,Mo
M,19,S,12,0,In,500,7,1,7,O,N,N,N, ,N,Y,Y,Y,Y,L,D
M,23,G,9,0,In,500,7,6,42,W,N,I,W,15000,Y,N,N,N,N,R,W
F,23,J,12,1,In,490,7,4,28,Mo,N,I,W,8000,Y,S,N,O,Y,R,Mo
F,20,J,15,0,In,480,7,5,35,O,N,Y,N,10000,Y,N,N,S,Y,R,D
F,20,J,15,0,In,480,7,5,35,O,N,Y,N,11000,Y,N,N,S,Y,R,D
M,18,F,15,0,O,480,7,3,21,W,N,N,N,22000,N,S,Y,N,N,R,W
F,20,J,15,1,O,480,7,3,21,W,N,N,N,15000,Y,N,N,Y,Y,L,W
M,19,F,15,0,In,460,7,3,21,W,N,N,W, ,Y,Y,N,S,Y,R,W
F,22,S,15,1,In,460,7,3,21,M,Y,N,N,11000,N,N,Y,N,Y,R,D
F,20,So,18,1,In,450,7,5,35,M,N,N,N,6282,Y,Y,N,S,Y,R,D
F,20,So,18,1,In,450,7,5,35,M,N,N,N,6282,Y,Y,N,S,Y,R,D
M,21,J,16,2,In,450,7,3,21,W,N,N,N,6000,Y,N,N,N,N,L,W
M,21,J,16,2,In,450,7,3,21,W,N,N,N,6000,Y,N,N,S,N,L,W
M,19,S,15,2,O,450,7,5,35,W,Y,Y,N,12000,Y,Y,Y,Y,Y,R,W
F,20,J,15,0,In,450,7,5,35,O,Y,Y,N,25000,Y,S,N,Y,N,M,D
F,18,F,15,0,In,450,7,4,28,M,Y,Y,N, ,N,S,N,S,N,R,D
F,19,S,15,2,In,450,7,4,28,M,Y,N,N,20000,Y,N,N,N,Y,R,D
M,19,S,15,0,In,450,7,4,28,W,Y,Y,N,11700,Y,N,Y,S,N,R,W
M,20,So,15,0,In,450,7,4,28,M,Y,Y,Y,11000,Y,Y,N,S,Y,R,D
M,20,J,15,3,In,450,7,4,28,W,Y,N,N,11000,N,Y,Y,S,N,R,W
M,21,J,15,1,In,450,7,4,28,M,N,N,N,5500,Y,S,Y,S,N,I,D
M,19,S,15,1,In,450,7,2.5,17.5,W,Y,Y,Y,7500,D,S,N,N,N,R,W
F,19,So,14,0,In,450,7,6,42,W,N,Y,N,8000,Y,Y,N,N,Y,R,W
F,18,F,14,0,In,450,7,5,35,W,N,Y,N,3000,D,S,Y,N,N,R,W
F,18,F,14,1,In,450,7,2,14,O,Y,Y,N,24000,Y,S,.,S,Y,L,D
F,21,J,14,2,In,450,7,1,7,W,N,I,W,9200,Y,Y,N,N,Y,R,W
F,20,S,13,0,In,450,7,7,49,W,Y,Y,N,15000,N,N,Y,Y,N,L,W
F,19,S,13,0,In,450,7,4,28,W,N,Y,N,15000,Y,N,N,S,Y,R,W
F,19,S,12,0,In,450,7,3,21,W,Y,Y,N,5000,N,Y,N,N,Y,I,W
F,19,S,12,0,In,450,7,3,21,O,Y,Y,N, ,Y,Y,N,S,Y,R,D
M,26,J,12,0,In,450,7,3,21,N,N,N,W, ,Y,Y,N,O,N,R,N
M,22,S,10,3,In,430,7,3,21,O,N,Y,N,6000,Y,N,Y,Y,N,R,D
M,18,F,15,0,In,425,7,2,14,W,Y,Y,W,12500,N,Y,Y,S,Y,R,W
M,20,J,15,2,O,415,7,1,7,O,N,N,N,20000,Y,S,N,S,Y,R,D
F,19,S,12,2,In,410,7,1.5,10.5,W,Y,Y,N,19000,.,Y,N,N,Y,R,W
M,20,J,18,1,In,400,7,2.5,17.5,W,N,N,N,12500,Y,N,N,O,Y,R,W
F,20,J,17,1,In,400,7,5,35,M,Y,Y,N, ,Y,N,N,S,N,R,D
M,19,F,17,0,O,400,7,2,14,W,Y,N,N,8000,Y,N,N,S,N,R,W
F,19,S,16,2,In,400,7,5,35,M,N,N,N,15000,Y,N,N,S,Y,I,D
F,19,So,16,2,In,400,7,5,35,M,N,N,N,11000,N,Y,N,N,Y,R,D
F,20,S,16,1,In,400,7,4,28,W,Y,Y,N,12000,N,Y,Y,Y,N,M,W
M,18,F,16,0,In,400,7,3,21,W,N,N,N,8500,N,S,Y,N,Y,R,W
F,20,J,16,2,In,400,7,3,21,W,N,I,N,1300,Y,Y,N,Y,Y,M,W
M,18,F,16,0,In,400,7,1,7,O,N,N,Y,25000,N,N,Y,O,Y,M,D
M,18,F,15,1,In,400,7,6,42,W,N,N,N,12000,Y,N,N,N,N,M,W
M,22,S,15,2,In,400,7,6,42,W,Y,N,N,7000,Y,S,N,N,Y,L,W
M,27,G,15,0,In,400,7,6,42,W,Y,N,N,6000,Y,N,Y,N,N,R,W
M,18,So,15,0,In,400,7,5,35,W,Y,Y,N,7000,Y,Y,N,N,Y,R,W
F,18,F,15,0,In,400,7,5,35,M,Y,Y,N,11000,N,S,Y,S,Y,R,D
F,19,S,15,0,In,400,7,5,35,O,N,Y,N,12000,N,N,N,Y,N,R,D
F,19,F,15,0,In,400,7,4,28,Mo,Y,N,N,5400,Y,Y,Y,S,Y,I,Mo
F,19,S,15,0,In,400,7,4,28,W,Y,Y,N,100000,Y,S,N,Y,Y,R,W
F,19,S,15,0,In,400,7,4,28,M,N,N,N, ,D,S,.,S,N,R,D
F,20,J,15,3,In,400,7,4,28,W,Y,Y,N,7083,Y,Y,Y,Y,Y,R,W
M,18,F,15,1,In,400,7,3,21,W,Y,Y,N,6000,Y,Y,N,S,N,R,W
F,19,S,15,0,O,400,7,3,21,Mo,N,Y,Y,15000,Y,N,N,N,Y,R,Mo
F,19,So,15,1,In,400,7,3,21,M,Y,Y,N,11000,N,N,N,S,Y,R,D
F,19,S,15,0,In,400,7,3,21,W,N,N,Y,16000,Y,Y,N,S,Y,R,W
F,20,J,15,2,In,400,7,3,21,O,Y,Y,N,11000,Y,S,Y,S,Y,R,D
F,19,S,15,0,In,400,7,2.5,17.5,W,N,Y,N,10800,Y,Y,Y,S,N,R,W
M,18,F,15,2,In,400,7,2,14,W,Y,N,N,7000,Y,N,N,Y,Y,R,W
M,18,F,15,0,In,400,7,2,14,M,N,I,N,10000,Y,N,N,S,N,R,D
F,19,S,15,0,In,400,7,2,14,O,Y,Y,N,22000,Y,S,N,S,Y,I,D
F,19,S,15,0,In,400,7,2,14,M,N,N,N,12000,D,Y,N,Y,Y,I,D
M,19,So,15,0,In,400,7,2,14,O,Y,Y,N,6000,Y,Y,N,N,Y,R,D
F,19,J,15,1,In,400,7,2,14,O,N,Y,N,11000,Y,N,N,S,Y,R,D
F,19,S,15,0,In,400,7,2,14,W,Y,Y,N,15000,Y,S,N,S,Y,R,W
F,19,S,15,0,In,400,7,2,14,W,Y,Y,N,21000,Y,S,Y,S,Y,R,W
M,19,S,15,0,In,400,7,2,14,W,N,N,N, ,N,Y,Y,.,N,R,W
F,20,J,15,3,In,400,7,2,14,W,N,N,N,24000,Y,S,N,N,Y,R,W
M,20,J,15,2,In,400,7,2,14,W,N,Y,N,10000,Y,Y,N,N,Y,R,W
F,20,J,15,1,In,400,7,2,14,W,N,N,N,19000,Y,S,N,Y,Y,R,W
F,21,So,15,2,In,400,7,2,14,Mo,N,N,N,5000,Y,N,N,N,N,R,Mo
F,21,S,15,0,In,400,7,2,14,M,Y,N,Y,2500,Y,Y,Y,N,N,R,D
M,20,S,15,0,In,400,7,1,7,M,N,N,N,10000,N,Y,N,S,N,R,D
M,20,J,15,0,In,400,7,0,0,M,N,Y,N,21000,Y,Y,Y,N,Y,R,D
M,19,So,14,0,In,400,7,9,63,W,Y,Y,N, ,D,Y,N,S,N,R,W
M,18,F,14,0,In,400,7,5,35,W,N,N,N,7000,D,Y,Y,N,Y,R,W
F,20,J,14,1,In,400,7,4,28,M,N,Y,N,15000,Y,N,Y,N,Y,R,D
M,18,F,14,0,In,400,7,3,21,M,Y,I,W, ,N,S,Y,N,Y,R,D
F,18,F,14,0,O,400,7,3,21,O,N,I,N,8000,Y,N,N,Y,Y,R,D
M,18,F,14,0,In,400,7,3,21,Mo,N,I,N,6000,Y,Y,Y,N,N,R,Mo
M,18,F,14,0,In,400,7,3,21,Mo,N,I,N,5500,Y,Y,Y,S,N,R,Mo
M,18,F,14,0,In,400,7,3,21,Mo,N,I,N,5500,Y,Y,Y,S,N,R,Mo
F,19,S,14,0,In,400,7,2.5,17.5,O,N,N,N,12000,Y,Y,N,Y,.,R,D
F,19,S,14,0,In,400,7,2,14,W,N,Y,N,9000,Y,Y,N,N,Y,R,W
F,19,S,14,1,In,400,7,2,14,O,Y,Y,N,23000,N,S,N,S,N,R,D
M,19,F,14,2,In,400,7,1,7,W,Y,Y,N,5000,Y,Y,Y,Y,N,R,W
M,21,J,14,0,In,400,7,0,0,O,Y,Y,N,11000,Y,Y,Y,N,Y,R,D
M,20,J,13,0,In,400,7,5.5,38.5,W,Y,Y,Y,20000,Y,Y,Y,N,Y,R,W
F,18,F,13,0,In,400,7,5,35,O,Y,Y,Y,8000,D,N,Y,S,N,R,D
F,19,S,13,1,In,400,7,4,28,O,Y,Y,N,12000,Y,Y,N,S,Y,R,D
M,21,J,13,1,In,400,7,4,28,W,N,N,N, ,D,Y,Y,Y,Y,I,W
M,23,G,9,0,O,400,7,3,21,M,Y,Y,N,13000,Y,Y,N,N,Y,R,D
M,20,So,15,0,In,386.48,7,1,7,Mo,N,N,N,12000,Y,S,N,N,Y,R,Mo
F,19,So,16,1,In,385,7,2,14,W,Y,N,N,7500,Y,Y,Y,Y,Y,M,W
M,18,F,15,1,In,380,7,6,42,W,N,N,N,11000,Y,N,Y,O,N,M,W
M,19,S,13,1,In,380,7,2,14,M,Y,Y,N,11047,Y,S,N,S,N,R,D
M,18,F,12,0,O,380,7,2,14,W,N,I,W, ,D,Y,N,Y,N,R,W
F,19,F,16,0,In,375,7,4,28,W,N,Y,Y,20000,Y,S,N,S,Y,R,W
M,19,F,15,1,In,364,7,2.5,17.5,W,N,Y,Y,4700,N,N,Y,N,N,R,W
M,18,F,17,9,In,360,7,5,35,Mo,N,N,N,11000,N,N,N,N,N,M,Mo
F,20,J,16,3,In,360,7,2,14,M,Y,Y,N,11000,D,Y,N,Y,Y,R,D
F,19,So,15,0,In,360,7,4,28,W,Y,Y,N,11000,Y,Y,N,N,N,R,W
F,20,J,14,1,In,360,7,2,14,W,N,Y,Y,10000,Y,S,N,N,Y,R,W
M,19,F,13,0,In,360,7,2,14,M,N,N,N,5000,D,Y,N,Y,Y,R,D
F,22,J,17,3,In,350,7,5,35,W,Y,Y,N,11000,Y,Y,Y,Y,Y,L,W
F,20,J,16,0,In,350,7,3,21,Mo,N,Y,N,6000,Y,N,N,Y,Y,R,Mo
M,21,J,16,2,In,350,7,1,7,Mo,N,N,N,5500,Y,S,N,S,N,R,Mo
F,19,So,15,0,In,350,7,6,42,W,Y,Y,N, ,Y,N,N,N,Y,R,W
M,19,S,15,0,In,350,7,4,28,M,N,N,N,5100,Y,S,N,S,Y,I,D
F,22,J,15,1,In,350,7,4,28,W,N,I,N,11000,Y,N,Y,N,Y,R,W
F,18,F,15,0,In,350,7,3,21,O,N,Y,N,5000,D,N,N,N,Y,R,D
M,19,S,15,3,In,350,7,3,21,W,Y,Y,N,10000,Y,Y,N,N,Y,R,W
F,20,J,15,3,In,350,7,3,21,W,N,Y,N,6000,Y,Y,N,Y,Y,R,W
F,20,J,15,1,In,350,7,3,21,M,Y,Y,N,15000,N,Y,N,N,N,R,D
M,19,So,15,1,In,350,7,2.5,17.5,W,N,Y,N,6500,Y,N,Y,S,N,R,W
F,19,S,15,1,In,350,7,2,14,W,N,Y,N,10000,Y,S,N,S,Y,L,W
F,19,S,15,2,In,350,7,2,14,O,Y,Y,N, ,N,Y,N,N,Y,R,D
M,19,S,15,0,In,350,7,2,14,W,Y,N,N,13000,N,Y,Y,Y,Y,R,W
F,21,S,15,0,In,350,7,2,14,W,N,N,N,13000,D,N,N,S,N,R,W
M,18,F,15,9,In,350,7,1,7,M,N,I,N,19000,Y,Y,N,S,Y,I,D
M,19,So,15,1,In,350,7,1,7,W,Y,Y,N,10000,Y,Y,Y,N,Y,R,W
F,19,F,15,0,In,350,7,1,7,O,Y,Y,N,7000,Y,S,N,N,N,R,D
M,19,S,15,0,In,350,7,.5,3.5,M,N,N,N,7000,N,Y,N,Y,N,I,D
M,19,S,14,1,In,350,7,5,35,O,Y,Y,N,23000,D,Y,N,Y,Y,I,D
F,19,S,14,0,In,350,7,5,35,M,N,N,N,25000,N,N,N,Y,Y,R,D
F,20,J,14,0,In,350,7,5,35,M,N,Y,N,20000,Y,N,Y,N,Y,R,D
F,19,So,14,2,In,350,7,4,28,M,Y,Y,N,20000,Y,Y,N,S,N,I,D
F,19,F,14,9,In,350,7,4,28,W,Y,Y,N,19000,Y,Y,Y,S,N,R,W
F,18,F,14,9,In,350,7,2.5,17.5,M,N,Y,N,10000,Y,S,N,S,N,R,D
F,20,J,14,1,In,350,7,2,14,W,N,N,W,10500,Y,S,N,N,Y,L,W
M,20,J,14,2,In,350,7,2,14,W,N,N,N,10000,N,S,N,S,Y,R,W
M,19,J,14,2,In,350,7,1,7,O,N,I,N,12000,N,N,Y,N,N,L,D
F,18,F,13,1,In,350,7,3,21,W,N,N,N,5000,Y,S,N,N,Y,R,W
F,20,J,13,1,In,350,7,2.5,17.5,W,N,Y,Y,8000,Y,N,N,S,Y,R,W
F,22,S,13,1,In,350,7,2,14,W,N,N,N,6000,D,N,N,S,Y,R,W
M,22,So,13,1,In,350,7,2,14,W,N,N,N,5500,D,Y,N,S,N,R,W
F,21,J,12,1,In,350,7,5,35,W,N,Y,N,8000,Y,S,Y,N,Y,R,W
M,20,J,12,0,In,350,7,4,28,W,N,I,N,18000,D,S,Y,S,Y,L,W
F,22,S,12,0,O,350,7,4,28,W,Y,Y,N,8005,N,Y,Y,Y,Y,R,W
F,21,S,12,1,In,350,7,1,7,M,Y,Y,Y,20000,Y,S,Y,N,N,R,D
M,20,So,12,0,In,350,7,0,0,W,N,Y,N,6000,Y,Y,Y,N,Y,R,W
F,19,So,12,3,In,340,7,2,14,O,N,N,N,5000,Y,N,N,S,Y,R,D
F,19,So,16,0,O,330,7,4,28,W,N,N,N,9500,Y,N,N,S,Y,R,W
F,23,S,12,1,In,326,7,1,7,M,N,N,N,12000,Y,N,N,S,N,R,D
M,19,So,15,1,In,325,7,8,56,O,Y,Y,Y,22000,Y,N,N,S,Y,R,D
F,19,So,15,1,In,325,7,6,42,W,Y,N,N,5800,N,S,N,Y,N,M,W
M,18,F,15,0,In,325,7,3,21,W,Y,Y,N,12000,Y,S,N,Y,N,R,W
F,19,S,14,0,In,325,7,3,21,W,Y,N,N,15000,Y,S,N,S,Y,R,W
F,20,So,13,3,O,321,7,4,28,W,Y,Y,N,12000,Y,Y,N,O,Y,R,W
M,20,So,15,1,In,320,7,4,28,W,Y,Y,N,10000,Y,N,N,S,N,R,W
M,20,S,15,1,In,320,7,3,21,W,Y,N,N,11000,N,Y,N,N,Y,R,W
F,18,F,15,9,In,320,7,2,14,W,N,Y,N,5000,N,N,Y,S,Y,R,W
M,20,J,14,1,In,320,7,6,42,W,N,N,N,9000,N,N,Y,N,N,R,W
F,21,S,15,0,In,318,7,3,21,W,N,N,N,10000,Y,N,N,N,Y,R,W
F,18,F,14,0,In,317,7,6,42,M,N,N,N,10205,Y,Y,N,S,Y,R,D
F,18,F,14,0,In,317,7,6,42,M,N,N,N,10205,Y,Y,N,S,Y,R,D
F,19,So,15,0,In,315,7,3,21,M,N,N,N, ,Y,N,Y,S,N,R,D
F,22,J,18,1,In,300,7,6,42,W,Y,Y,Y,10000,Y,S,Y,S,Y,R,W
F,24,S,18,2,In,300,7,2,14,M,N,I,N,30000,Y,S,N,S,Y,R,D
F,24,S,18,2,In,300,7,2,14,M,Y,I,N,30000,Y,S,N,S,Y,R,D
F,20,S,17,3,In,300,7,5,35,W,N,N,Y, ,Y,Y,Y,N,Y,L,W
F,20,J,17,1,In,300,7,5,35,W,Y,Y,N,21000,Y,S,Y,S,Y,R,W
M,18,F,17,0,In,300,7,4,28,M,Y,N,N,17000,Y,Y,Y,N,Y,R,D
F,20,So,17,1,In,300,7,3,21,M,N,N,N,10000,Y,N,N,Y,N,R,D
F,20,S,16,1,In,300,7,5,35,W,Y,Y,N,20000,N,S,N,N,Y,R,W
F,19,S,16,1,In,300,7,4,28,W,N,N,N,10000,Y,Y,Y,N,Y,R,W
F,19,S,16,1,In,300,7,3.5,24.5,W,N,N,N,20000,Y,S,Y,N,Y,R,W
M,18,F,16,0,In,300,7,3,21,O,Y,Y,N,14350,D,N,Y,N,Y,R,D
F,18,F,16,9,In,300,7,3,21,W,N,Y,N,10000,Y,S,Y,S,Y,R,W
F,19,S,16,2,In,300,7,3,21,W,Y,Y,N,22000,Y,N,N,O,Y,I,W
F,19,J,16,2,In,300,7,3,21,O,N,Y,N, ,Y,Y,N,S,Y,R,D
M,19,F,16,9,In,300,7,2,14,W,N,N,N,10000,N,Y,Y,N,N,I,W
M,19,F,16,0,In,300,7,2,14,M,N,N,N,5500,Y,S,Y,N,Y,R,D
F,21,S,16,2,In,300,7,2,14,O,N,N,N,19000,Y,N,N,S,Y,R,D
M,19,S,16,0,In,300,7,1,7,W,N,N,N,22000,Y,Y,N,S,Y,R,W
F,20,S,16,0,In,300,7,1,7,W,N,N,N,10000,D,S,Y,S,Y,M,W
F,18,F,15,0,O,300,7,8,56,O,N,Y,N,21000,Y,S,N,N,Y,R,D
F,18,F,15,0,In,300,7,8,56,O,Y,Y,N,12000,Y,Y,N,Y,Y,R,D
F, ,So,15,1,In,300,7,7,49,W,N,Y,N,10000,Y,S,N,S,Y,R,W
F,20,J,15,1,In,300,7,6,42,O,Y,Y,N,12000,Y,Y,N,S,Y,R,D
F,19,S,15,1,O,300,7,5,35,W,N,Y,N,7000,N,S,N,S,N,R,W
F,20,S,15,2,In,300,7,5,35,O,N,Y,N,6000,N,N,N,Y,Y,R,D
M,20,J,15,3,In,300,7,5,35,M,Y,Y,N,6000,Y,Y,Y,N,N,R,D
F,23,S,15,0,In,300,7,5,35,W,N,N,N,10000,Y,Y,N,N,Y,R,W
M,18,F,15,0,In,300,7,4,28,W,Y,N,N,9000,Y,Y,Y,S,Y,I,W
F,18,F,15,1,In,300,7,4,28,W,Y,Y,N,5000,Y,Y,N,N,Y,R,W
M,19,S,15,1,In,300,7,4,28,M,Y,I,N,5760,N,Y,Y,N,N,L,D
F,20,J,15,2,In,300,7,4,28,M,Y,N,N,6362,N,Y,N,Y,Y,R,D
F,18,F,15,1,In,300,7,3,21,W,Y,Y,N,11000,N,S,N,N,N,I,W
F,18,F,15,1,In,300,7,3,21,W,Y,Y,N,11000,N,S,N,N,N,I,W
F,18,S,15,0,In,300,7,3,21,M,Y,Y,N, ,Y,Y,Y,N,Y,R,D
F,19,S,15,0,In,300,7,3,21,M,N,N,N,28000,Y,S,N,N,Y,R,D
F,19,S,15,1,In,300,7,3,21,W,N,Y,N,11000,Y,N,Y,S,Y,R,W
F,19,S,15,2,In,300,7,3,21,W,N,N,N,10000,N,Y,Y,S,Y,R,W
F,19,S,15,1,In,300,7,3,21,M,N,N,N,15000,Y,Y,Y,Y,Y,R,D
F,19,So,15,2,In,300,7,3,21,O,N,N,N,6000,Y,N,N,N,N,R,D
M,19,F,15,0,In,300,7,3,21,W,Y,Y,N,5000,Y,S,N,Y,N,R,W
F,20,So,15,1,In,300,7,3,21,Mo,Y,N,N,10000,Y,S,Y,N,Y,R,Mo
F,21,J,15,1,In,300,7,3,21,M,N,Y,N,7000,Y,Y,Y,N,Y,M,D
F,21,J,15,3,In,300,7,3,21,W,Y,Y,N,5000,Y,Y,Y,N,Y,R,W
M,22,S,15,0,In,300,7,3,21,W,Y,Y,N,6000,Y,N,Y,N,Y,R,W
M,22,S,15,2,O,300,7,3,21,O,Y,Y,N,11000,Y,N,Y,S,Y,R,D
F,23,S,15,3,In,300,7,3,21,N,Y,Y,Y,6000,Y,N,Y,S,Y,R,N
M,18,F,15,0,In,300,7,2,14,N,N,N,N,6000,D,S,Y,N,Y,I,N
M,18,F,15,1,I,300,7,2,14,W,Y,Y,N,8000,Y,Y,N,N,Y,R,W
M,18,F,15,0,In,300,7,2,14,O,Y,Y,N,10000,Y,Y,Y,S,Y,R,D
F,18,F,15,0,In,300,7,2,14,W,Y,Y,N,7000,Y,N,N,O,N,R,W
M,19,S,15,0,O,300,7,2,14,W,Y,Y,N,20000,Y,S,N,Y,Y,I,W
M,19,S,15,1,In,300,7,2,14,M,N,N,Y,11000,N,Y,N,N,Y,R,D
M,19,So,15,0,In,300,7,2,14,W,Y,Y,Y,19000,D,Y,Y,Y,Y,R,W
F,19,S,15,2,In,300,7,2,14,W,N,Y,N, ,Y,N,N,S,N,R,W
F,19,S,15,1,In,300,7,2,14,M,N,N,N,12000,N,N,Y,Y,N,R,D
F,20,J,15,1,In,300,7,2,14,W,Y,Y,N,8000,D,Y,N,N,Y,L,W
M,20,J,15,0,In,300,7,2,14,M,N,N,N,12000,N,S,N,N,Y,R,D
F,20,S,15,1,In,300,7,2,14,O,N,N,N,12000,Y,S,Y,S,Y,R,D
M,21,S,15,0,In,300,7,2,14,M,N,N,N,11000,N,S,N,N,N,R,D
M,21,S,15,0,In,300,7,2,14,N,Y,Y,Y,6000,Y,Y,N,S,N,R,N
M,18,F,15,9,In,300,7,1.5,10.5,O,N,I,N,13000,N,S,N,Y,N,I,D
M,18,F,15,0,In,300,7,1.5,10.5,W,N,N,Y,21000,D,Y,N,N,N,R,W
M,19,S,15,0,O,300,7,1,7,W,N,N,N,14000,N,Y,N,Y,Y,R,W
F,20,J,15,1,In,300,7,1,7,O,N,Y,N, ,N,S,N,S,N,R,D
F,21,J,15,2,O,300,7,1,7,W,N,Y,N,12000,D,N,Y,N,N,R,W
M,18,S,15,0,In,300,7,.5,3.5,M,N,Y,Y,21000,N,S,N,N,Y,R,D
M,19,F,15,9,In,300,7,0,0,W,N,N,N,11000,N,Y,N,S,Y,R,W
F,20,J,15,1,In,300,7, , ,M,N,Y,N, ,Y,N,N,Y,Y,R,D
F,19,J,14,0,In,300,7,9,63,M,Y,Y,N,9000,Y,N,Y,S,Y,R,D
F,19,S,14,0,In,300,7,5,35,W,N,N,N,20000,Y,N,N,N,N,R,W
F,20,S,14,0,In,300,7,5,35,M,N,N,N,6000,N,Y,Y,N,Y,R,D
F,21,J,14,1,In,300,7,5,35,W,N,N,N, ,Y,Y,N,S,Y,R,W
F,18,F,14,0,In,300,7,4,28,W,Y,Y,Y,10000,D,Y,Y,Y,N,L,W
F,18,F,14,0,In,300,7,4,28,W,Y,Y,Y,10000,D,Y,Y,Y,N,L,W
F,18,F,14,0,In,300,7,4,28,M,Y,Y,N,13000,Y,N,N,N,N,R,D
F,19,S,14,3,In,300,7,4,28,W,N,N,N,11000,Y,S,Y,Y,Y,R,W
F,20,J,14,3,In,300,7,4,28,W,N,N,N,11000,Y,N,Y,N,Y,R,W
M,20,J,14,2,In,300,7,4,28,W,Y,Y,N,13000,Y,S,Y,S,Y,R,W
F,18,F,14,0,In,300,7,3,21,W,Y,Y,N,10000,N,Y,Y,Y,N,L,W
M,19,F,14,2,In,300,7,3,21,W,Y,Y,Y,5500,N,S,N,N,Y,R,W
M,19,S,14,1,In,300,7,3,21,M,Y,N,N,14000,N,Y,Y,S,N,R,D
F,21,S,14,0,In,300,7,3,21,W,Y,Y,N,8000,Y,Y,N,S,Y,M,W
M,23,S,14,3,In,300,7,3,21,M,N,Y,N,5500,D,S,N,N,N,R,D
F,18,F,14,0,In,300,7,2,14,W,N,Y,N,5200,D,Y,Y,N,Y,R,W
F,20,J,14,0,In,300,7,2,14,O,Y,Y,N,12000,Y,N,Y,S,Y,R,D
M,19,So,14,1,In,300,7,1,7,Mo,N,N,N,5000,N,Y,Y,S,Y,M,Mo
M,20,J,13,0,In,300,7,6,42,W,N,N,N,8000,Y,Y,N,S,Y,R,W
F,20,S,13,1,In,300,7,2,14,Mo,Y,N,Y,11000,D,Y,Y,S,Y,R,Mo
F,21,S,13,1,In,300,7,2,14,W,N,N,N, ,.,.,.,.,.,.,W
